FID,Shape *,type,idschool,district,name,dcode,address,x,y
295,Point,1,3110012305,คลองสาน,โรงเรียนวัดทองนพคุณ,1018,4645 แขวงคลองสาน เขตคลองสาน,663092.173,1518721.173
296,Point,1,3110012306,คลองสาน,โรงเรียนวัดพิชัยญาติ,1018,685 แขวงสมเด็จเจ้าพระยา เขตคลองสาน,661884.547,1518671.797
297,Point,2,3110012307,คลองสาน,โรงเรียนวัดสุวรรณ,1018,27 ถ.เจริญนคร แขวงคลองต้นไทร เขตคลองสาน,663329.362,1517735.297
298,Point,3,3110022301,คลองสาน,โรงเรียนวัดเศวตฉัตร,1018,1223/1 ถ.เจริญนคร 25 แขวงบางลำภูล่าง เขตคลองสาน,662856.652,1516506.765
299,Point,3,3110022302,คลองสาน,โรงเรียนวัดสุทธาราม,1018,403/1 ถ.เจริญนคร แขวงบางลำภูล่าง เขตคลองสาน,661490.236,1516496.919
300,Point,3,3110022303,คลองสาน,โรงเรียนวัดทองเพลง,1018,135 ถ.เจริญนคร 14 แขวงคลองต้นไทร เขตคลองสาน,662270.908,1517758.594
301,Point,,3110022308,คลองสาน,โรงเรียนมัธยมวัดสุทธาราม,,,,
302,Point,3,3110013001,บางกอกใหญ่,โรงเรียนวัดราชสิทธาราม,1016,94 แขวงวัดท่าพระ เขตบางกอกใหญ่,660566.425,1519000.887
303,Point,3,3110013002,บางกอกใหญ่,โรงเรียนวัดท่าพระ,1016,30 แขวงวัดท่าพระ เขตบางกอกใหญ่,659247.357,1518736.42
304,Point,2,3110013003,บางกอกใหญ่,โรงเรียนวัดประดู่ฉิมพลี,1016,1162 แขวงวัดท่าพระ เขตบางกอกใหญ่,658853.702,1517698.297
305,Point,1,3110013004,บางกอกใหญ่,โรงเรียนวัดใหม่พิเรนทร์,1016,611 แขวงวัดอรุณ เขตบางกอกใหญ่,660264.837,1519594.097
306,Point,1,3110013005,บางกอกใหญ่,โรงเรียนวัดดีดวด,1016,116/13 แขวงวัดท่าพระ เขตบางกอกใหญ่,659460.251,1519595.906
307,Point,1,3110013006,บางกอกใหญ่,โรงเรียนวัดนาคกลาง,1016,761 แขวงวัดอรุณ เขตบางกอกใหญ่,660450.994,1520120.713
308,Point,1,3110012701,บางกอกน้อย,โรงเรียนวัดบางขุนนนท์,1020,31/8/1 แขวงบางขุนนนท์ เขตบางกอกน้อย,658812.564,1522449.191
309,Point,1,3110012702,บางกอกน้อย,โรงเรียนวัดวิเศษการ,1020,42/3 ถ.พรานนก แขวงศิริราช เขตบางกอกน้อย,660272.826,1521337.624
310,Point,1,3110012703,บางกอกน้อย,โรงเรียนวัดเจ้าอาม,1020,137 แขวงบางขุนนนท์ เขตบางกอกน้อย,658359.44,1523412.78
311,Point,1,3110012704,บางกอกน้อย,โรงเรียนวัดโพธิ์เรียง,1020,106/5 แขวงบ้านช่างหล่อ เขตบางกอกน้อย,659139.568,1519937.162
312,Point,3,3110012705,บางกอกน้อย,โรงเรียนวัดยางสุทธาราม,1020,767/92-94 แขวงบ้านช่างหล่อ เขตบางกอกน้อย,659365.423,1521000.278
313,Point,1,3110012706,บางกอกน้อย,โรงเรียนวัดศรีสุดาราม,1020,54/8 แขวงบางขุนนนท์ เขตบางกอกน้อย,659195.348,1522424.09
314,Point,1,3110012707,บางกอกน้อย,โรงเรียนวัดบางเสาธง,1020,834 แขวงบางขุนศรี เขตบางกอกน้อย,658666.032,1519806.613
315,Point,2,3110012708,บางกอกน้อย,โรงเรียนวัดสุวรรณาราม,1020,375/2 ถ.จรัญสนิทวงศ์ 32 เขตบางกอกน้อย,659752.997,1521907.516
316,Point,1,3110012709,บางกอกน้อย,โรงเรียนวัดพระยาทำ,1020,161/9 แขวงบ้านช่างหล่อ เขตบางกอกน้อย,660386.309,1520391.384
317,Point,1,3110012711,บางกอกน้อย,โรงเรียนวัดดงมูลเหล็ก,1020,69/2 ถ.อิสรภาพ แขวงบ้านช่างหล่อ เขตบางกอกน้อย,659514.93,1520725.622
318,Point,1,3110012712,บางกอกน้อย,โรงเรียนวัดอัมพวา,1020,111 แขวงบ้านช่างหล่อ เขตบางกอกน้อน,659551.143,1520412.658
319,Point,1,3110012713,บางกอกน้อย,โรงเรียนวัดสุวรรณคีรี,1020,796/1 แขวงอรุณอัมรินทร์ เขตบางกอกน้อย,658711.949,1523971.514
320,Point,2,3110012714,บางกอกน้อย,โรงเรียนวัดดุสิตาราม,1020,9/13 แขวงอรุณอัมรินทร์ เขตบางกอกน้อย,660782.595,1522128.179
321,Point,1,3110012715,บางกอกน้อย,โรงเรียนวัดปฐมบุตรอิศราราม,1020,197/1 แขวงอรุณอัมรินทร์ เขตบางกอกน้อย,659640.259,1523142.593
322,Point,2,3110022710,บางกอกน้อย,โรงเรียนวัดมะลิ,1020,487/13 แขวงบางขุนศรี เขตบางกอกน้อย,657903.265,1521908.381
323,Point,1,3110012901,ตลิ่งชัน,โรงเรียนวัดไก่เตี้ย (สวัสดิ์ประชานุกูล),1019,11/1 หมู่ 2 ถ.ตลิ่งชัน-ชัยพฤกษ์ แขวงตลิ่งชัน เขตตลิ่งชัน,658418.12,1524424.865
324,Point,2,3110012902,ตลิ่งชัน,โรงเรียนวัดชัยพฤกษมาลา,1019,124 หมู่ 4 ถ.ชัยพฤกษ์ แขวงตลิ่งชัน เขตตลิ่งชัน,658601.474,1525453.591
325,Point,2,3110012903,ตลิ่งชัน,โรงเรียนชุมทางตลิ่งชัน,1019,291 หมู่ 11 ถ.สวนผัก แขวงตลิ่งชัน เขตตลิ่งชัน,655403.775,1525598.809
326,Point,1,3110012905,ตลิ่งชัน,โรงเรียนวัดทอง (อุดมศิลปวิทยาคาร),1019,23 หมู่ 15 ถ.บรมราชชนนี แขวงฉิมพลี เขตตลิ่งชัน,655907.325,1523237.639
327,Point,1,3110012906,ตลิ่งชัน,โรงเรียนวัดมะกอก(วิสุทธิวิทยาคาร),1019,24 หมู่ 8 แขวงบางระมาด เขตตลิ่งชัน,654379.773,1523360.232
328,Point,2,3110012907,ตลิ่งชัน,โรงเรียนวัดโพธิ์ (ราษฏร์ผดุงผล),1019,9/2 หมู่ 1 แขวงบางระมาด เขตตลิ่งชัน,654239.045,1522679.344
329,Point,2,3110012908,ตลิ่งชัน,โรงเรียนวัดอินทราวาส,1019,6 หมู่ 22 แขวงบางระมาด เขตตลิ่งชัน,654952.335,1521557.818
330,Point,2,3110012909,ตลิ่งชัน,โรงเรียนวัดปากน้ำฝั่งเหนือ,1019,942/2 แขวงคลองชักพระ เขตตลิ่งชัน,657753.969,1519893.763
331,Point,1,3110012910,ตลิ่งชัน,โรงเรียนวัดประสาท,1019,30 หมู่ 10 แขวงบางพรม เขตตลิ่งชัน,656706.441,1521458.987
332,Point,1,3110012911,ตลิ่งชัน,โรงเรียนวัดเกาะ,1019,38 หมู่ 9 แขวงบางเชือกหนัง เขตตลิ่งชัน,657445.673,1519736.643
333,Point,1,3110012912,ตลิ่งชัน,โรงเรียนวัดพิกุล,1019,2 หมู่ 5 แขวงบางเชือกหนัง เขตตลิ่งชัน,654927.552,1519587.092
334,Point,2,3110012913,ตลิ่งชัน,โรงเรียนวัดกระโจมทอง,1019,14 หมู่ 6 ถ.จรัญสนิทวงศ์ 35 แขวงบางพรม เขตตลิ่งชัน,656012.132,1520290.71
335,Point,1,3110012914,ตลิ่งชัน,โรงเรียนวัดรัชฎาธิฐาน,1019,692 แขวงคลองชักพระ เขตตลิ่งชัน,657152.232,1521552.902
336,Point,1,3110012915,ตลิ่งชัน,โรงเรียนวัดตลิ่งชัน,1019,300 ถ.ชักพระ แขวงคลองชักพระ เขตตลิ่งชัน,657490.548,1523764.602
337,Point,1,3110012916,ตลิ่งชัน,โรงเรียนวัดช่างเหล็ก,1019,430 ถ.ฉิมพลี แขวงคลองชักพระ เขตตลิ่งชัน,657128.261,1523222.004
338,Point,3,3110022904,ตลิ่งชัน,โรงเรียนฉิมพลี,1019,82/3 หมู่ 7 ถ.สวนผัก แขวงฉิมพลี เขตตลิ่งชัน,652740.244,1525074.966
339,Point,1,3110012801,บางพลัด,โรงเรียนวัดอาวุธวิกสิตาราม,1025,139 ซ.จรัญสนิทวงศ์ 72 แขวงบางพลัด เขตบางพลัด,662829.249,1525050.877
340,Point,1,3110012802,บางพลัด,โรงเรียนวัดพระยาศิริไอยสวรรค์,1025,482/12 แขวงบางยี่ขัน เขตบางพลัด,661429.919,1522682.034
341,Point,2,3110012803,บางพลัด,โรงเรียนวัดเปาโรหิตย์,1025,396 ถ.จรัญสนิทวงศ์ แขวงบางพลัด เขตบางพลัด,661628.315,1523916.953
342,Point,1,3110012804,บางพลัด,โรงเรียนวัดเทพากร (เลี่ยมมาตุทิศ),1025,583 ซ.จรัญสนิทวงศ์ 68 แขวงบางพลัด เขตบางพลัด,662435.468,1524621.482
343,Point,1,3110012805,บางพลัด,โรงเรียนวัดฉัตรแก้วจงกลณี,1025,110 ซ.จรัญสนิทวงศ์ 94 แขวงบางอ้อ เขตบางพลัด,663602.968,1526330.782
344,Point,2,3110012806,บางพลัด,โรงเรียนวัดวิมุตยาราม,1025,13 ซ.จรัญสนิทวงศ์ 98 แขวงบางอ้อ เขตบางพลัด,663718.345,1527326.153
345,Point,2,3110012807,บางพลัด,โรงเรียนวัดบางพลัด(ป.สุวณฺโณ),1025,821 ซ.จรัญสนิทวงศ์ 7 แขวงบางพลัด เขตบางพลัด,661979.933,1525293.573
346,Point,1,3110012808,บางพลัด,โรงเรียนวัดคฤหบดี,1025,707 ซ.จรัญสนิทวงศ์ 44 แขวงบางยี่ขัน เขตบางพลัด,661805.356,1523053.427
347,Point,2,3110012809,บางพลัด,โรงเรียนวัดรวก,1025,1158 ซ.จรัญสนิทวงศ์ 57 แขวงบางบำหรุ เขตบางพลัด,660471.173,1524035.887
348,Point,2,3110012810,บางพลัด,โรงเรียนวัดสามัคคีสุทธาวาส,1025,510 ซ.จรัญสนิทวงศ์85 แขวงบางอ้อ เขตบางพลัด,662391.283,1525827.149
349,Point,2,3110022811,บางพลัด,โรงเรียนบางยี่ขันวิทยาคม,1025,165 ถ.จรัญสนิทวงศ์ 42 แขวงบางยี่ขัน เขตบางพลัด,661131.252,1523399.464
350,Point,2,3110012601,จอมทอง,โรงเรียนวัดมงคลวราราม (สมพรพสกสรรค์),1035,68 ซ.วัฒนา(ตากสิน 46) แขวงบางค้อ เขตจอมทอง,660048.146,1514565.144
351,Point,3,3110012602,จอมทอง,โรงเรียนวัดนางนอง,1035,78 ถ.วุฒากาศ แขวงบางค้อ เขตจอมทอง,658621.671,1515379.666
352,Point,2,3110012603,จอมทอง,โรงเรียนวัดศาลาครืน,1035,ถ.วุฒากาศ แขวงบางค้อ เขตจอมทอง,657950.439,1515730.894
353,Point,3,3110012605,จอมทอง,โรงเรียนวัดสีสุก,1035,23 ถ.พระรามที่ 2 แขวงบางมด เขตจอมทอง,658345.693,1512698.968
354,Point,2,3110012606,จอมทอง,โรงเรียนวัดบางประทุนนอก,1035,22 หมู่ 10 แขวงบางขุนเทียน เขตจอมทอง,657779.541,1514454.912
355,Point,2,3110012607,จอมทอง,โรงเรียนวัดโพธิ์แก้ว(กระวลราษฎร์วิทยา),1035,16 ถ.พระรามที่ 2 แขวงบางมด เขตจอมทอง,660903.465,1513230.364
356,Point,3,3110012608,จอมทอง,โรงเรียนวัดนาคนิมิตร,1035,8 ถ.สุขสวัสดิ์ 8 แขวงจอมทอง เขตจอมทอง,660003.473,1513734.163
357,Point,2,3110012609,จอมทอง,โรงเรียนวัดบางขุนเทียนนอก,1035,1 หมู่ 7 แขวงจอมทอง เขตจอมทอง,658445.276,1514672.903
358,Point,3,3110022611,จอมทอง,โรงเรียนวัดไทร(ถาวรพรหมานุกูล),1035,12 หมู่ 2 ซ.วัดไทร แขวงบางขุนเทียน เขตจอมทอง,657420.915,1514030.026
359,Point,3,3110022604,จอมทอง,โรงเรียนวัดโพธิ์ทอง,1035,67/2 หมู่ 4 ซ.สุขสวัสดิ์ 26 แขวงบางมด เขตจอมทอง,659814.919,1511541.325
360,Point,3,3110022610,จอมทอง,โรงเรียนวัดยายร่ม(วัฒนราษฎร์รังสรรค์),1035,24 ถ.พระรามที่ 2 แขวงบางมด เขตจอมทอง,658405.217,1512219.342
361,Point,1,3110014901,ทวีวัฒนา,โรงเรียนคลองต้นไทร (สุขล้อมอุทิศ),1048,87/2 หมู่ 19 แขวงศาลาธรรมสพน์ เขตทวีวัฒนา,649593.057,1524213.53
362,Point,3,3110014902,ทวีวัฒนา,โรงเรียนคลองทวีวัฒนา(ทองน่วมอนุสรณ์),1048,155 หมู่ 1 แขวงทวีวัฒนา เขตทวีวัฒนา,646132.385,1521102.929
363,Point,2,3110014903,ทวีวัฒนา,โรงเรียนคลองบางพรหม,1048,53 หมู่ 12 แขวงศาลาธรรมสพน์ เขตทวีวัฒนา,647958.211,1522559.285
364,Point,2,3110014904,ทวีวัฒนา,โรงเรียนคลองมหาสวัสดิ์,1048,28/3 หมู่ 4 แขวงศาลาธรรมสพน์ เขตทวีวัฒนา,646178.312,1526315.764
365,Point,3,3110014905,ทวีวัฒนา,โรงเรียนวัดปุรณาวาส,1048,25 หมู่ 3 แขวงศาลาธรรมสพน์ เขตทวีวัฒนา,644326.004,1526176.919
366,Point,3,3110014906,ทวีวัฒนา,โรงเรียนตั้งพิรุฬห์ธรรม,1048,9/3 หมู่ 10 แขวงศาลาธรรมสพน์ เขตทวีวัฒนา,645319.429,1523738.067
367,Point,2,3110024907,ทวีวัฒนา,โรงเรียนมัธยมปุรณาวาส,1048,25 หมู่ 3 แขวงศาลาธรรมสพน์ เขตทวีวัฒนา,644517.99,1526147.1
368,Point,3,3110012401,ภาษีเจริญ,โรงเรียนวัดนิมมานรดี,1022,1 หมู่ 15 ถ.เพชรเกษม แขวงบางหว้า เขตภาษีเจริญ,654286.125,1516035.432
369,Point,3,3110012402,ภาษีเจริญ,โรงเรียนวัดจันทร์ประดิษฐาราม,1022,56 หมู่ 2 ถ.เพชรเกษม 48 แขวงบางด้วน เขตภาษีเจริญ,655747.566,1517340.924
370,Point,2,3110012404,ภาษีเจริญ,โรงเรียนวัดชัยฉิมพลี,1022,46 หมู่ 6 ถ.เพชรเกษม 48 แขวงบางแวก เขตภาษีเจริญ,654977.81,1518792.946
371,Point,2,3110012405,ภาษีเจริญ,โรงเรียนวัดโคนอน,1022,13 หมู่ 3-4 ถ.พัฒนาการ แขวงบางหว้า เขตภาษีเจริญ,657266.378,1516440.184
372,Point,2,3110012406,ภาษีเจริญ,โรงเรียนวัดมะพร้าวเตี้ย,1022,12 หมู่ 4 ถ.สายบางแวก แขวงคลองขวาง เขตภาษีเจริญ,653556.058,1519861.388
373,Point,1,3110012407,ภาษีเจริญ,โรงเรียนวัดโตนด,1022,40/1 หมู่ 1 แขวงบางแวก เขตภาษีเจริญ,657087.104,1519035.669
374,Point,1,3110012408,ภาษีเจริญ,โรงเรียนวัดตะล่อม,1022,4 หมู่ 1 ถ.สายบางแวก แขวงบางแวก เขตภาษีเจริญ,654462.222,1519586.482
375,Point,2,3110012409,ภาษีเจริญ,โรงเรียนวัดกำแพง,1022,54 หมู่ 10 แขวงบางแวก เขตภาษีเจริญ,656315.927,1519370.941
376,Point,2,3110012410,ภาษีเจริญ,โรงเรียนวัดทองศาลางาม,1022,229/11 ถ.เพชรเกษม 20 แขวงปากคลอง เขตภาษีเจริญ,658292.365,1518193.413
377,Point,2,3110012411,ภาษีเจริญ,โรงเรียนวัดวิจิตรการนิมิตร,1022,1099 ถ.จรัญสนิทวงศ์ 13 แขวงคูหาสวรรค์ เขตภาษีเจริญ,657880.135,1519441.613
378,Point,1,3110012412,ภาษีเจริญ,โรงเรียนวัดประดู่บางจาก(พ่วงอุทิศ),1022,163 ถ.เพชรเกษม 34 แขวงปากคลอง เขตภาษีเจริญ,657513.515,1517492.677
379,Point,1,3110012413,ภาษีเจริญ,โรงเรียนบางจาก(โกมลประเสริฐอุทิศ),1022,5 หมู่ 6 ถ.เพชรเกษม แขวงบางจาก เขตภาษีเจริญ,656404.702,1517990.378
380,Point,3,3110022403,ภาษีเจริญ,โรงเรียนวัดอ่างแก้ว (จีบ ปานขำ),1022,30 หมู่ 2 ถ.เพชรเกษม 27 แขวงบางหว้า เขตภาษีเจริญ,657132.386,1516811.152
381,Point,3,3110013501,หนองแขม,โรงเรียนวัดหนองแขม(สหราษฎร์บูรณะ),1023,ถ.เพชรเกษม 81 แขวงหนองแขม เขตหนองแขม,644858.15,1512402.508
382,Point,3,3110013503,หนองแขม,โรงเรียนประชาบำรุง,1023,ถ.เพชรเกษม 69 แขวงหนองแขม เขตหนองแขม,647484.361,1513503.642
383,Point,2,3110013505,หนองแขม,โรงเรียนมนต์จรัสสิงห์อนุสรณ์,1023,ถ.พุทธมณฑลสาย 3 แขวงหนองแขม เขตหนองแขม,646993.227,1517856.502
384,Point,3,3110013506,หนองแขม,โรงเรียนวัดศรีนวลธรรมวิมล,1023,ถ.เพชรเกษม 81 แขวงหนองแขม เขตหนองแขม,645351.111,1510193.908
385,Point,3,3110023502,หนองแขม,โรงเรียนวัดอุดมรังสี,1023,ถ.เพชรเกษม 79 แขวงหนองค้างพลู เขตหนองแขม,645887.719,1515402.157
386,Point,3,3110023504,หนองแขม,โรงเรียนบ้านขุนประเทศ,1023,ถ.เพชรเกษม 110 แขวงหนองค้างพลู เขตหนองแขม,645221.437,1517373.468
387,Point,1,3110012501,บางขุนเทียน,โรงเรียนหมู่บ้านเกาะโพธิ์,1021,22/3 หมู่ 10 แขวงแสมดำ เขตบางขุนเทียน,650392.704,1501494.064
388,Point,3,3110012503,บางขุนเทียน,โรงเรียนราชมนตรี  (ปลื้ม-เชื่อมนุกูล),1021,9/9 หมู่ 6 แขวงแสมดำ เขตบางขุนเทียน,655300.172,1508497.656
389,Point,1,3110012506,บางขุนเทียน,โรงเรียนแก้วขำทับอุปถัมภ์,1021,60/8 หมู่ 8 แขวงท่าข้าม เขตบางขุนเทียน,656792.81,1503210.723
390,Point,2,3110012507,บางขุนเทียน,โรงเรียนคลองพิทยาลงกรณ์,1021,54/3 หมู่ 10 แขวงท่าข้าม เขตบางขุนเทียน,653699.141,1495935.93
391,Point,3,3110012510,บางขุนเทียน,โรงเรียนศาลเจ้า (ห้าวนุกูลวิทยา),1021,53/10 หมู่ 6 แขวงแสมดำ เขตบางขุนเทียน,654349.452,1511027.643
392,Point,3,3110012511,บางขุนเทียน,โรงเรียนวัดท่าข้าม,1021,5 หมู่ 4 ถ.พระรามที่ 2 แขวงท่าข้าม เขตบางขุนเทียน,656541.585,1509731.22
393,Point,1,3110012512,บางขุนเทียน,โรงเรียนวัดบัวผัน,1021,7/1 หมู่ 2 แขวงท่าข้าม เขตบางขุนเทียน,659764.05,1505320.642
394,Point,2,3110012514,บางขุนเทียน,โรงเรียนวัดประชาบำรุง,1021,24 หมู่ 9 แขวงท่าข้าม เขตบางขุนเทียน,655929.421,1500561.468
395,Point,3,3110012515,บางขุนเทียน,โรงเรียนวัดเลา,1021,30 หมู่ 1 ถ.พระรามที่ 2 แขวงท่าข้าม เขตบางขุนเทียน,656531.287,1511268.03
396,Point,3,3110012516,บางขุนเทียน,โรงเรียนบางขุนเทียนศึกษา,1021,88/1268 หมู่ 6 แขวงแสมดำ เขตบางขุนเทียน,654112.726,1509143.959
397,Point,3,3110022502,บางขุนเทียน,โรงเรียนวัดหัวกระบือ,1021,3/1 หมู่ 7 แขวงท่าข้าม เขตบางขุนเทียน,656788.92,1506159.214
398,Point,3,3110022504,บางขุนเทียน,โรงเรียนวัดสะแกงาม,1021,87 หมู่ 1 ถ.พระรามที่ 2 แขวงแสมดำ เขตบางขุนเทียน,653532.72,1507677.266
399,Point,3,3110022505,บางขุนเทียน,โรงเรียนวัดแสมดำ,1021,40 หมู่ 3 ถ.พระรามที่ 2 แขวงแสมดำ เขตบางขุนเทียน,649972.393,1502908.591
400,Point,3,3110022508,บางขุนเทียน,โรงเรียนวัดบางกระดี่,1021,41หมู่ 8 ถ.พระรามที่ 2 แขวงท่าข้าม เขตบางขุนเทียน,652002.334,1503831.76
401,Point,3,3110022509,บางขุนเทียน,โรงเรียนวัดกำแพง,1021,45/62 หมู่ 6 ถ.พระรามที่ 2 แขวงท่าข้าม เขตบางขุนเทียน,656424.813,1512690.572
402,Point,3,3110022513,บางขุนเทียน,โรงเรียนวัดกก,1021,54 หมู่ 1 ถ.พระรามที่ 2 แขวงท่าข้าม เขตบางขุนเทียน,656748.521,1512109.003
403,Point,1,3110013403,ราษฎร์บูรณะ,โรงเรียนวัดประเสริฐสุทธาวาส,1024,10 หมู่ 4 แขวงบางปะกอก เขตราษฎร์บูรณะ,662613.401,1512850.023
404,Point,2,3110013404,ราษฎร์บูรณะ,โรงเรียนวัดแจงร้อน,1024,2/3 หมู่ 1 แขวงราษฎร์บูรณะ เขตราษฎร์บูรณะ,664375.68,1512331.542
405,Point,2,3110013405,ราษฎร์บูรณะ,โรงเรียนวัดสน,1024,102 หมู่ 5 แขวงราษฎร์บูรณะ เขตราษฎร์บูรณะ,663673.149,1512006.318
406,Point,2,3110013406,ราษฎร์บูรณะ,โรงเรียนวัดสารอด,1024,25/1 แขวงราษฎร์บูรณะ เขตราษฎร์บูรณะ,662551.115,1512124.79
407,Point,3,3110023401,ราษฎร์บูรณะ,โรงเรียนวัดบางปะกอก,1024,86/1 หมู่ 1 แขวงบางปะกอก เขตราษฎร์บูรณะ,661730.898,1513067.573
408,Point,3,3110023402,ราษฎร์บูรณะ,โรงเรียนรัตนจีนะอุทิศ,1024,648/3 หมู่ 2 แขวงบางปะกอก เขตราษฎร์บูรณะ,661374.446,1511652.575
409,Point,3,3110013329,บางแค,โรงเรียนวัดราษฎร์บำรุง (งามศิริวิทยาคาร),1040,10 หมู่ 4 ถ.เพชรเกษม 69 แขวงหลักสอง เขตบางแค,649180.573,1515135.09
410,Point,3,3110014601,บางแค,โรงเรียนบางแค (เนื่องสังวาลย์อนุสรณ์),1040,299 หมู่ 10 ถ.เพชรเกษม 51 แขวงบางแคเหนือ เขตบางแค,651441.906,1515792.418
411,Point,2,3110014604,บางแค,โรงเรียนเพชรเกษม (จตุรงค์สงครามอนุสรณ์),1040,273 หมู่ 10 แขวงบางแค เขตบางแค,649731.816,1515469
412,Point,2,3110014605,บางแค,โรงเรียนวัดศาลาแดง,1040,4 หมู่ 6 ถ.บางแวก แขวงบางไผ่ เขตบางแค,646452.531,1520415.209
413,Point,1,3110014606,บางแค,โรงเรียนบางไผ่ (บ้านนายพันแก้วขาว),1040,9 หมู่ 10 ซ.บางไผ่ แขวงบางไผ่ เขตบางแค,651758.916,1519492.001
414,Point,3,3110014607,บางแค,โรงเรียนบางเชือกหนัง,1040,หมู่ 7 ซ.วัฒนเสวี ถ.บางแวก แขวงบางไผ่ เขตบางแค,650249.611,1520662.764
415,Point,3,3110014608,บางแค,โรงเรียนวัดพรหมสุวรรณสามัคคี,1040,43/2 หมู่ 4 แขวงบางไผ่ เขตบางแค,647881.219,1518247.537
416,Point,3,3110014609,บางแค,โรงเรียนบางแคเหนือ,1040,21 หมู่ 1 ถ.เพชรเกษม 76/1 แขวงบางแคเหนือ เขตบางแค,652816.664,1516268.663
417,Point,3,3110014610,บางแค,โรงเรียนวัดม่วง,1040,8 หมู่ 2 ถ.เพชรเกษม แขวงหลักสอง เขตบางแค,650644.827,1514273.528
418,Point,3,3110014612,บางแค,โรงเรียนหมู่บ้านเศรษฐกิจ,1040,273 หมู่ 10 แขวงบางแค เขตบางแค,648642.822,1516667.16
419,Point,3,3110024602,บางแค,โรงเรียนวัดบุณยประดิษฐ์,1040,115 หมู่ 2 แขวงบางไผ่ เขตบางแค,650154.534,1518341.789
420,Point,3,3110024603,บางแค,โรงเรียนคลองหนองใหญ่,1040,53 หมู่ 9 ถ.สุขาภิบาล 1 แขวงบางแค เขตบางแค,653295.019,1513867.71
421,Point,3,3110015001,ทุ่งครุ,โรงเรียนนาหลวง,1049,ถ.พุทธบูชา แขวงบางมด เขตทุ่งครุ,661710.922,1509261.165
422,Point,3,3110015002,ทุ่งครุ,โรงเรียนสามัคคีบำรุง,1049,75 หมู่ 4 ถ.ประชาอุทิศ แขวงบางมด เขตทุ่งครุ,663476.231,1509053.453
423,Point,2,3110015003,ทุ่งครุ,โรงเรียนบางมด (ตันเปาว์วิทยาคาร),1049,177 หมู่ 3 ถ.พุทธบูชา แขวงบางมด เขตทุ่งครุ,659177.06,1509999.14
424,Point,3,3110015004,ทุ่งครุ,โรงเรียนราษฎร์บูรณะ,1049,141 หมู่ 1 ซ.ทุ่งครุ ถ.ประชาอุทิศ แขวงทุ่งครุ เขตทุ่งครุ,662597.493,1507838.285
425,Point,1,3110015005,ทุ่งครุ,โรงเรียนรางราชพฤกษ์ (นุชมีอุทิศ),1049,47/2 หมู่ 4 ซ.ประชาอุทิศ 72 แขวงทุ่งครุ เขตทุ่งครุ,660371.134,1507546.281
426,Point,3,3110015006,ทุ่งครุ,โรงเรียนวัดทุ่งครุ,1049,42 หมู่ 6 ถ.ประชาอุทิศ แขวงทุ่งครุ เขตทุ่งครุ,663565.058,1506123.909
427,Point,1,3110015007,ทุ่งครุ,โรงเรียนคลองรางจาก,1049,69/1 คลองรางจาก แขวงทุ่งครุ เขตทุ่งครุ,663851.142,1507949.939
428,Point,2,3110015008,ทุ่งครุ,โรงเรียนชูสินทองประดิษฐ์อนุสรณ์,1049,81/27 หมู่ 4 ถ.ประชาอุทิศ แขวงบางมด เขตทุ่งครุ,663273.097,1510316.63
429,Point,2,3110014802,บางบอน,โรงเรียนบ้านนายผล,1050,39/2 หมู่ 2 ถ.เอกชัย แขวงบางบอน เขตบางบอน,646712.787,1508682.775
430,Point,2,3110014803,บางบอน,โรงเรียนบ้านนายสี,1050,77/4 หมู่ ถ.เอกชัย แขวงบางบอน เขตบางบอน,651314.065,1510981.18
431,Point,3,3110014804,บางบอน,โรงเรียนวัดบางบอน (พิมพ์  จันแต้อุปถัมภ์),1050,33/1 หมู่ 3 ถ.เอกชัย แขวงบางบอน เขตบางบอน,649269.273,1508562.322
432,Point,2,3110014805,บางบอน,โรงเรียนพรหมราษฎร์รังสรรค์,1050,59 หมู่ 5 ถ.เอกชัย แขวงบางบอน เขตบางบอน,650987.174,1508591.581
433,Point,2,3110014806,บางบอน,โรงเรียนสถานีพรมแดน,1050,23 หมู่ 3 ถ.เอกชัย แขวงบางบอน เขตบางบอน,649333.31,1506590.696
434,Point,2,3110014807,บางบอน,โรงเรียนวัดนินสุขาราม,1050,94/1 หมู่ 10 ถ.เอกชัย แขวงบางบอน เขตบางบอน,651913.633,1512141.215
435,Point,3,3110024801,บางบอน,โรงเรียนบ้านนายเหรียญ,1050,10/10 หมู่ 11 ถ.บางบอน 3 แขวงบางบอน เขตบางบอน,649039.014,1511529.697
436,Point,3,3110024808,บางบอน,โรงเรียนพระยามนธาตุราชศรีพิจิตร์,1050,89 หมู่ 7 ถ.บางขุนเทียน แขวงบางบอน เขตบางบอน,654166.852,1511513.542
437,Point,,3110014809,บางบอน,โรงเรียนคงโครัดอุทิศ,,,,
